Stock Name,Symbol,Industry_O,Industry,Market Cap(Rs. Cr.),Exchange,Last Price,LTPP,LTP,Volume,Chng%,Chg%,Change,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio  (TTM),Price Earning Ratio(TTM),PEG Ratio,Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),52w_high_csv,52w_high,52w_low_csv,52w_low,EPS,,Symbol with Comma for External Upload,EPS_csv,EPS
Titaanium Ten Enterprise Ltd.,TITAANIUM,Textile,Textile,63.92,BSE,0,95,95,0,,,0,1,2024-09,26.98,90.9,2024-03,191.52,1.32,2024-03,48.31,48.31,3.59,3.69,1,2024-03,2.42,7.94,10.19,0,0,0,0,0,,"543274,",1,
Time Technoplast Ltd.,TIMETECHNO,Plastic Products,Plastic Products,11009.46,NSE,158.9,483.95,158.9,1510431,-0.28,-4.23,-7.02,2,2024-09,692.84,11531.23,2024-09,5319.54,367.61,2024-09,30.45,16.22,3.42,4.11,2,2024-03,0.29,13.13,16.71,0,249.15,0,153.3,9.8,,,1,
Times Guaranty Ltd.,TIMESGTY,Finance - Investment,Finance - Investment,143.89,NSE,0,158.5,158.5,0,-0.17,-0.17,0,1,2024-09,1.93,2024-09,74.63,42.65,3.1,1,2024-03,2024-03,0,4.02,5.31,"TIMESGTY,",,,,0,0,0,0,0,,,1,
Vivaa Tradecom Ltd.,VIVAA,Textile,Textile,15.89,BSE,0,40.35,40.35,0,,,0,1,2024-09,4.13,20.01,2024-03,198.41,0.7,2024-03,22.67,22.67,,0.76,1,2024-03,0.2,4.2,4.62,0,0,0,0,0,,"SUVENPHAR,",1,
York Exports Ltd.,YORKEXP,Textile,Textile,16.49,BSE,0,49.03,49.03,0,,,0,2,2024-09,30.04,46.52,2024-03,31.57,0.82,2024-03,60.67,60.67,89.22,1.01,2,2024-03,1.18,1.76,6.85,0,0,0,0,0,,"SUVIDHAA,",1,
Timescan Logistics (India) Ltd.,TIMESCAN,Logistics,Logistics,47.34,NSE,0,67.75,67.75,0,,,0,1,2024-09,6.6,53.95,2024-03,201.92,3.79,2024-03,12.48,12.48,,2,1,2024-03,0.1,20.83,25.42,0,0,0,0,0,,"OSIAHYPER,",1,
Acknit Industries Ltd.,ACKNIT,Textile,Textile,93.57,BSE,0,302.3,302.3,0,-1.79,-1.79,0,1,2024-09,43.25,136.2,2024-09,234.4,9.14,2024-09,10.24,10.24,0.8,1.14,1,2024-03,0.74,11.46,11.31,0,0,0,0,0,,"543391,",1,
Active Clothing Co Ltd.,ACTIVE,Textile,Textile,164.35,BSE,0,105.8,105.8,0,-0.14,-0.14,0,1,2024-09,120.51,284.86,2024-09,218.7,5.99,2024-09,27.42,27.42,2.83,2.26,1,2024-03,1.34,7.28,8.98,0,0,0,0,0,,"SUYOG,",1,
Addi Industries Ltd.,ADDIND,Textile,Textile,44.37,BSE,0,40.8,40.8,0,-0.73,-0.73,0,2,2024-09,,5.53,2024-09,0,4.63,2024-09,9.59,9.59,0.17,0.56,2,2024-03,0,6.16,8.38,0,0,0,0,0,,"SUZLON,",1,
Advance Lifestyles Ltd.,ADVLIFE,Textile,Textile,19.59,BSE,0,31.5,31.5,0,0.1,0.1,0,1,2024-09,41.36,60.95,2024-09,0,1.05,2024-09,18.59,18.59,1.1,0.72,1,2024-03,1.53,0.81,4.22,0,0,0,0,0,,"535621,",1,
Timken India Ltd.,TIMKEN,Bearings,Bearings,22661.9,NSE,3274.3,3010.05,3274.3,11587,-0.05,-2.9,-97.9,1,2024-09,,22263.07,2024-09,3046.56,395.21,2024-09,57.34,56.6,2.68,8.77,1,2024-03,0,17.61,23.52,0,3610,0,2202,57.84,,"APLAPOLLO,",TRUE,
Alan Scott Enterprises Ltd.,ALAN SCOTT,Textile,Textile,90.07,BSE,0,243.5,243.5,0,-1.81,-1.81,0,2,2024-09,11.17,101.24,2024-09,21.1,-3.48,2024-09,0,0,,46.45,2,2024-03,2.59,-156.57,-26.24,0,0,0,0,0,,,1,
Tips Films Ltd.,TIPSFILMS,"Film Production, Distribution & Entertainment","Film Production, Distribution & Entertainment",259.94,NSE,322.1,599,322.1,1154,-1.42,1.07,3.4,1,2024-09,95.1,350.66,2024-09,85.31,-6.23,2024-09,0,0,,3.23,1,2024-03,0,1.19,0.96,0,666,0,309,-104.29,,,1,
Tips Music Ltd.,TIPSMUSIC,"Film Production, Distribution & Entertainment","Film Production, Distribution & Entertainment",9042.17,NSE,512.6,683.65,512.6,48142,-3.32,-3.09,-16.35,1,2024-09,,9023.4,2024-09,282.61,152.14,2024-09,59.43,34.79,0.52,45.4,1,2024-03,0,80.57,108.26,0,718,0,483,14.73,,"INDOAMIN,",1,
Anjani Synthetics Ltd.,ANJANI,Textile,Textile,70.96,BSE,0,48.48,48.48,0,0.77,0.77,0,1,2024-09,29.62,100.41,2024-09,220.72,4.24,2024-09,16.74,16.74,2.31,0.84,1,2024-03,0.53,5.28,7.35,0,0,0,0,0,,"SVPGLOB,",1,
Arex Industries Ltd.,AREXMIS,Textile,Textile,55.91,BSE,0,155.25,155.25,0,,,0,1,2024-09,12.42,67.97,2024-09,51.83,2.9,2024-09,19.3,19.3,113.56,2.29,1,2024-03,0.33,8.38,11.29,0,0,0,0,0,,"543745,",1,
Tirupati Forge Ltd.,TIRUPATIFL,Forgings,Forgings,654.95,NSE,49.88,64.43,49.88,2753809,1.99,13.23,5.83,1,2024-09,11.38,666.32,2024-09,126.81,9.22,2024-09,71,99.84,7.36,11.87,1,2024-03,0.22,15.42,19.26,0,52,0,28.21,0.5,,"MANORG,",1,
Ashnoor Textile Mills Ltd.,ASHNOOR,Textile,Textile,115.4,BSE,0,74.8,74.8,0,3.27,3.27,0,1,2024-09,66.35,180.06,2024-09,160.55,14.96,2024-09,7.72,7.72,0.63,1.42,1,2024-03,1.18,12.32,11.24,0,0,0,0,0,,"539406,",1,
Titagarh Railsystems Ltd.,TITAGARH,Railways Wagons,Railways Wagons,14999.29,NSE,624.6,1133.65,624.6,455817,1.91,-3.78,-24.55,2,2024-09,396.54,14824.91,2024-09,3967.09,314.8,2024-09,49.75,49.75,0.44,6.37,2,2024-03,0.03,18.13,26.42,0,974.35,0,610,0,,"544251,",1,
Titan Company Ltd.,TITAN,Diamond & Jewellery,Diamond & Jewellery,301083.8,NSE,4060.2,3433.3,4060.2,7130,1.31,1.33,0.1,2,2024-09,8410,307735.8,2024-09,54458,3242,2024-09,92.84,14.81,4.64,30.93,2,2024-03,1.41,33,25.01,0,4378.4,0,2925,0.51,,"539455,",1,
Tokyo Plast International Ltd.,TOKYOPLAST,Plastic Products,Plastic Products,121.38,NSE,71.3,129.2,71.3,1148,2.3,-2.74,-2.01,1,2024-09,17.65,139.03,2024-09,69.1,0.88,2024-09,137.78,63.97,7.75,1.99,1,2024-03,0.28,1.68,3.45,0,161,0,68.52,1.11,,"SANGANI,",1,
Baroda Rayon Corporation Ltd.,BARODARY,Textile,Textile,397.63,BSE,0,173.6,173.6,0,0.03,0.03,0,1,2024-09,232.15,629.78,2024-09,43.91,27.72,2024-09,14.34,14.34,0.4,1.16,1,2024-03,0.64,10.87,6.8,0,0,0,0,0,,,1,
Bella Casa Fashion & Retail Ltd.,BELLACASA,Textile,Textile,715.56,BSE,0,544.8,544.8,24884,1.93,0.13,0.35,1,2024-09,64.98,780.46,2024-09,299.71,13.52,2024-09,52.91,17.99,17.52,5.05,1,2024-03,0.5,12.69,14.54,0,0,0,0,14.98,,"526365,",1,
Tolins Tyres Ltd.,TOLINS,Tyres & Allied,Tyres & Allied,854.77,NSE,98.85,216.55,98.85,72025,0.4,-2.88,-2.93,2,2024-09,11.92,776.24,,,,2024-03,32.87,10.44,,2.87,2,2024-03,0.78,25.87,25.28,0,202,0,94.8,9.47,,"514266,",1,
Bhilwara Technical Textiles Ltd.,BTTL,Textile,Textile,330.92,BSE,0,57.1,57.1,0,0.72,0.72,0,2,2024-09,,330.58,2024-09,11.11,1.93,2024-09,28.61,28.61,10.92,1.91,2,2024-03,0,8.13,8.35,0,0,0,0,0,,"512257,",1,
Bhudevi Infra Projects Ltd.,BHUDEVI,Textile,Textile,55.51,BSE,0,120.95,120.95,0,,,0,1,2024-09,2.74,58.24,2024-09,3.62,1.81,2024-09,30.68,30.68,0.44,-253.99,1,2024-03,0.86,0,67.95,0,0,0,0,0,,"510245,",1,
Binayak Tex Processors Ltd.,ZBINTXPP,Textile,Textile,149.37,BSE,0,2100,2100,0,,,0,1,2024-09,61.19,205.25,2024-09,208.66,4.88,2024-09,30.64,30.64,1.72,1.59,1,2024-03,0.6,6.15,8.65,0,0,0,0,0,,"SWASTIK,",1,
Torrent Pharmaceuticals Ltd.,TORNTPHARM,Pharmaceuticals & Drugs,Pharmaceuticals & Drugs,116636.8,NSE,4217.7,3405.9,4217.7,144851,-1.04,-1.67,-71.6,2,2024-09,3048,118534.8,2024-09,11225,1802,2024-09,64.73,62.82,3.71,15.54,2,2024-03,0.57,25.38,24.28,0,4482.9,0,3075,67.12,,"RHIM,",1,
Candour Techtex Ltd.,CANDOUR,Textile,Textile,178.1,BSE,0,107.65,107.65,0,2.38,2.38,0,1,2024-09,31.36,207.65,2024-09,174.03,0.47,2024-09,382.18,382.18,,6.19,1,2024-03,1.25,-3.75,2.09,0,0,0,0,0,,,1,
Torrent Power Ltd.,TORNTPOWER,Power Generation/Distribution,Power Generation/Distribution,77528.08,NSE,1448.9,1516.05,1448.9,299301,-1.46,-0.36,-5.3,2,2024-09,11508.81,88591.11,2024-09,29104.21,2313.23,2024-09,34.56,23.11,2.26,4.61,2,2024-03,0.96,16.44,15.62,0,1640,0,1188,62.69,,,1,
Ceenik Exports (India) Ltd.,CEENIK,Textile,Textile,469.72,BSE,0,1201.1,1201.1,0,2.79,2.79,0,1,2024-09,23.16,492.88,2024-09,0,8.66,2024-09,54.26,54.26,3.15,6.32,1,2024-03,1.43,6.07,11.08,0,0,0,0,0,,"SWIGGY,",1,
Total Transport Systems Ltd.,TOTAL,Logistics,Logistics,117.82,NSE,53.9,73.13,53.9,2830,0.1,0.65,0.35,2,2024-09,39.77,143.1,2024-09,596.84,0.17,2024-09,364.78,6.55,-12.36,1.55,2,2024-03,0.44,1.67,7.13,0,93.5,0,51.3,8.23,,"PARADEEP,",1,
Touchwood Entertainment Ltd.,TOUCHWOOD,Professional Services,Professional Services,169.7,NSE,69.01,154.84,69.01,1204,1.11,-0.99,-0.69,2,2024-09,1.54,154.8,2024-09,35.69,3.03,2024-09,55.91,16.01,,5.52,2,2024-03,0.06,13.4,14.39,0,136.59,0,66.6,4.31,,"534708,",1,
Tourism Finance Corporation Of India Ltd.,TFCILTD,Finance Term Lending,Finance Term Lending,1519.95,NSE,65.87,168.69,65.87,2222687,2.94,-1.06,-0.7,1,2024-09,98.96,2024-09,15.36,13.96,1.3,1,2024-03,24.99,0.9,8.65,10.49,"TFCILTD,",,,,0,80.45,0,27.74,2.63,,"MAHASTEEL,",1,
Classic Filaments Ltd.,CFL,Textile,Textile,16.97,BSE,0,29.82,29.82,0,7.42,0,0,1,2024-09,0.22,17.19,2024-09,0,-0.09,2024-09,0,0,0,2.98,1,2024-03,0.03,-1.72,-1.69,0,0,0,0,-1.01,,"SYLVANPLY,",1,
TPL Plastech Ltd.,TPLPLASTEH,Plastic Products,Plastic Products,815.91,NSE,61.32,105.12,61.32,67325,0.38,-4.66,-3,2,2024-09,22.75,831.74,2024-03,312.91,19.85,2024-03,41.11,17.2,3.52,6.09,2,2024-03,0.19,16.15,20.73,0,93.99,0,58,3.56,,"531215,",1,
Dhanlaxmi Fabrics Ltd.,DHANFAB,Textile,Textile,51.49,BSE,0,60,60,0,,,0,2,2024-09,1.89,53.38,2024-09,17.37,-4.4,2024-09,0,0,,1.09,2,2024-03,0.03,-15.08,-12.66,0,0,0,0,0,,"SYMPHONY,",1,
Tracxn Technologies Ltd.,TRACXN,IT - Software,IT - Software,816.71,NSE,32.25,80.2,32.25,113059,3.77,-0.8,-0.31,1,2024-09,,816.71,2024-09,83.39,0.26,2024-09,0,0,,11.75,1,2024-03,0,17.11,13.76,0,65.8,0,31.04,-1.24,,"OMAXAUTO,",1,
E-Land Apparel Ltd.,ELAND,Textile,Textile,61.14,BSE,0,12.87,12.87,0,1.02,1.02,0,1,2024-09,50.07,85.83,2024-09,244.39,-18.64,2024-09,0,0,0,-0.12,1,2024-03,-0.1,0,0,0,0,0,0,0,,"SGIL,",1,
Transformers & Rectifiers (India) Ltd.,TARIL,Electric Equipment,Electric Equipment,18727.35,NSE,275.7,1254.8,275.7,1362728,1.3,-4.79,-13.85,2,2024-09,244.02,18885.72,2024-09,1665.59,124.08,2024-09,154.96,138.99,2.67,16.97,2,2024-03,0.46,9.91,15.02,0,594,0,224.05,5.36,,"543521,",1,
Eco Hotels & Resorts Ltd.,ECOHOTELS,Textile,Textile,140.72,BSE,0,28.03,28.03,0,2.6,2.6,0,2,2024-03,0,119.6,2024-09,0.1,-3.42,2024-09,0,0,,3.31,2,2024-03,0,0,-28.94,0,0,0,0,0,,"SYNOPTICS,",1,
Enterprise International Ltd.,ENTRINT,Textile,Textile,9.19,BSE,0,30.79,30.79,0,,,0,1,2024-09,0.24,9.43,2024-09,5.82,0.26,2024-09,35.07,35.07,-1.58,0.68,1,2024-03,0,1.24,2.36,0,0,0,0,0,,"513307,",1,
Transindia Real Estate Ltd.,TREL,Construction - Real Estate,Construction - Real Estate,979.83,NSE,24.68,40.16,24.68,0,0.75,-0.32,-0.01,2,2024-09,40.05,1010.31,2024-09,84.33,177.07,2024-09,5.53,5.53,,0.81,2,2024-03,0.05,22.33,29.18,0,37.95,0,21.47,0,,"CRAFTSMAN,",1,
Felix Global Venture Ltd.,TATIAGLOB,Textile,Textile,46.4,BSE,0,3.07,3.07,0,0.33,0.33,0,2,2024-09,0.47,46.87,2024-09,1,0.06,2024-09,760.59,760.59,-55.19,1.82,2,2024-03,0.07,2.37,2.23,0,0,0,0,0,,"531173,",1,
Transport Corporation Of India Ltd.,TCI,Logistics,Logistics,8806.31,NSE,944.4,1154.85,944.4,0,0.45,-5.75,-2.09,2,2024-09,169.5,8912.21,2024-09,4246.8,298.8,2024-09,23.24,21.44,1.19,4.41,2,2024-03,0.08,19.24,20.49,0,1289,0,931.3,1.6,,"PARAGMILK,",1,
Transrail Lighting Ltd.,TRANSRAILL,Electric Equipment,Electric Equipment,8636.02,NSE,496.85,639.45,496.85,241086,-0.54,-3.51,-18.05,1,2024-03,643.19,9055.31,,,,2024-03,36.8,15.47,,4.22,2,2024-03,0.57,24.43,35.74,0,855.8,0,394.55,32.08,,"523696,",1,
Transteel Seating Technologies Ltd.,TRANSTEEL,Household & Personal Products,Household & Personal Products,181.3,NSE,0,87.5,87.5,0,-2.62,-2.62,0,1,2024-09,38.08,219.38,2024-03,74.26,11.11,2024-03,16.31,16.31,,2.33,1,2024-03,0.45,21.72,23.24,0,0,0,0,0,,"519287,",1,
Garment Mantra Lifestyle Ltd.,GARMNTMNTR,Textile,Textile,51.2,BSE,0,2.62,2.62,0,2.75,2.75,0,2,2024-09,41.83,93.02,2024-09,179,3.17,2024-09,16.17,16.17,,1.05,2,2024-03,2.1,6.89,7.88,0,0,0,0,0,,"532444,",1,
Garware Marine Industries Ltd.,GARWAMAR,Textile,Textile,17.44,BSE,0,29.65,29.65,0,-1.98,-1.98,0,1,2024-09,,17.44,2024-09,1,0.21,2024-09,82.28,82.28,,1.04,1,2024-03,0,-0.72,-0.68,0,0,0,0,0,,"TTL,",1,
Transwarranty Finance Ltd.,TFL,Finance - NBFC,Finance - NBFC,118.08,NSE,12.58,21.81,12.58,0,-1.76,0,0,2,2024-09,2.45,2024-09,48.14,3.93,3.14,2,2024-03,2024-03,1.27,2.69,8.01,"TFL,",,,,0,21.5,0,11.75,-0.02,,"KSHITIJPOL,",1,
Gini Silk Mills Ltd.,GINISILK,Textile,Textile,73.79,BSE,0,130,130,0,-1.48,-1.48,0,1,2024-09,4.56,78.27,2024-09,41.78,2.42,2024-09,30.48,30.48,1.49,1.51,1,2024-03,0.17,6.73,7.96,0,0,0,0,0,,"539956,",1,
Transwind Infrastructures Ltd.,TRANSWIND,Engineering - Construction,Engineering - Construction,14.38,NSE,0,21.5,21.5,0,,,0,1,2024-09,3.11,17.49,2024-03,14.8,0.55,2024-03,26.34,26.34,1.29,0.91,1,2024-03,0.04,3.5,4.87,0,0,0,0,0,,,1,
Transworld Shipping Lines Ltd.,TRANSWORLD,Shipping,Shipping,916.07,NSE,133.82,423.3,133.82,153961,1.57,-0.46,-0.62,2,2024-09,381.64,1262.69,2024-09,380,6.14,2024-09,148.95,148.95,,1.16,2,2024-03,0.53,-6.44,-0.83,0,329.55,0,124.23,-22.93,,"SIGIND,",1,
Gokak Textiles Ltd.,GOKAKTEX,Textile,Textile,107.24,BSE,0,159.2,159.2,0,-3.52,-3.52,0,2,2024-09,303.12,405.85,2024-09,98.71,-25.8,2024-09,0,0,0,-0.6,2,2024-03,-2.51,0,2.42,0,0,0,0,0,,"519483,",1,
Tree House Education & Accessories Ltd.,TREEHOUSE,Educational Institutions,Educational Institutions,72.99,NSE,8.82,16.9,8.82,38024,,5,0.42,2,2024-09,,72.99,2024-09,8.4,-3.17,2024-09,0,0,0,0.34,2,2024-03,0,-1.75,0.05,0,11.96,0,6.19,-3.85,,"532016,",1,
Haria Apparels Ltd.,HARIAAPL,Textile,Textile,8.09,BSE,0,5.35,5.35,0,1.13,1.13,0,1,2024-09,1.15,9.23,2024-09,0,0.54,2024-09,14.92,14.92,3.38,1.46,1,2024-03,0.25,18.42,18.74,0,0,0,0,0,,"TAJGVK,",1,
High Street Filatex Ltd.,HIGHSTREE,Textile,Textile,6.54,BSE,0,106.1,106.1,0,5,5,0,1,2024-09,1.59,8.13,2024-09,5.37,0.09,2024-09,72.64,72.64,3.9,-4.55,1,2024-03,-1.13,0,70.73,0,0,0,0,0,,"TAKE,",1,
Trejhara Solutions Ltd.,TREJHARA,IT - Software,IT - Software,378.73,NSE,162.52,256.21,162.52,14394,-2.08,-3.3,-5.55,2,2024-09,1.2,376.79,2024-09,25.18,14.67,2024-09,27.18,51.52,-3.45,1.7,2,2024-03,0,6.69,7.29,0,284.85,0,155.11,3.15,,"OMAXE,",1,
Hindoostan Mills Ltd.,HINDMILL,Textile,Textile,35.74,BSE,0,215.75,215.75,0,0.49,0.49,0,1,2024-09,,22.09,2024-09,67.73,-4.57,2024-09,0,0,0,0.82,1,2024-03,0,2.56,3.42,0,0,0,0,0,,"538987,",1,
HP Cotton Textile Mills Ltd.,HPCOTTON,Textile,Textile,51.89,BSE,0,133.6,133.6,0,0.98,0.98,0,2,2024-09,37.15,87.74,2024-09,103.83,-2.22,2024-09,0,0,,3.45,2,2024-03,2.53,6.78,4.85,0,0,0,0,0,,,1,
Trent Ltd.,TRENT,Retailing,Retailing,260154.6,NSE,3510.2,7439.95,3510.2,468941,1.62,-3.59,-130.7,2,2024-09,498.88,260433.3,2024-09,15025.43,1676.02,2024-09,143.74,76.21,2.35,55.59,2,2024-03,0.12,44.35,59.75,0,6261,0,3427.9,46.06,,"540738,",1,
TRF Ltd.,TRF,Engineering - Industrial Equipments,Engineering - Industrial Equipments,489.97,NSE,230.05,443.55,230.05,44581,-0.25,-3.66,-8.75,2,2024-09,108.8,525.53,2024-09,137.09,26.11,2024-09,26.46,42.47,1.33,7,2,2024-03,3.05,0,38.69,0,450,0,220,5.42,,"HINDUNILVR,",1,
Tribhovandas Bhimji Zaveri Ltd.,TBZ,Diamond & Jewellery,Diamond & Jewellery,1678.28,NSE,129.7,250.33,129.7,135221,-0.14,-3.67,-4.94,2,2024-09,578.98,2207.96,2024-09,2410.83,63.07,2024-09,26.61,6,0.94,2.71,2,2024-03,0.89,9.37,11.75,0,232.65,0,128,21.6,,,1,
Trident Ltd.,TRIDENT,Textile - Spinning,Textile - Spinning,17346.63,NSE,23.4,34.34,23.4,9417727,0.91,-4.26,-1.04,2,2024-09,1551.68,18472.75,2024-09,6973.25,325.53,2024-09,53.82,29.09,-43.76,4.05,2,2024-03,0.48,8.23,10.6,0,34.62,0,21.98,0.8,,"TVSSRICHAK,",1,
Jamshri Realty Ltd.,JAMSHRI,Textile,Textile,98.44,BSE,0,142.45,142.45,0,1.1,1.1,0,1,2024-09,49.97,147.96,2024-9,6.54,-0.91,2024-9,0,0,0,-12.06,1,2024-03,-6.01,0,-1,0,0,0,0,0,,"522229,",1,
Jayatma Industries Ltd.,JAYIND,Textile,Textile,10.13,BSE,0,16.4,16.4,0,,,0,1,2024-09,16.77,26.9,2024-09,15.8,-0.31,2024-09,0,0,0,0.84,1,2024-03,1.09,0.54,5.34,0,0,0,0,0,,"506854,",1,
Trident Techlabs Ltd.,TECHLABS,IT - Software,IT - Software,2265.46,NSE,0,1355,1355,0,3.36,3.36,0,1,2024-09,24.29,2289.75,2024-03,72.62,9.37,2024-03,241.84,241.84,,48.65,1,2024-03,0.41,28.32,29.47,0,0,0,0,0,,"526739,",1,
Tridhya Tech Ltd.,TRIDHYA,IT - Software,IT - Software,87.56,NSE,0,38,38,0,1.06,1.06,0,1,2024-09,26.54,114.11,2024-03,34.24,-0.36,2024-03,0,0,,1.91,2,2024-03,0.82,-1.46,5.34,0,0,0,0,0,,"517431,",1,
Kapil Cotex Ltd.,KAPILCO,Textile,Textile,57.44,BSE,0,299,299,0,-0.32,-0.32,0,1,2024-09,,57.44,2024-09,0,1.82,2024-09,31.58,31.58,0.25,5.07,1,2024-03,0,21.44,26.18,0,0,0,0,0,,"TAPIFRUIT,",1,
Trigyn Technologies Ltd.,TRIGYN,IT - Software,IT - Software,341.41,NSE,48.09,112.61,48.09,53999,1.12,-4.45,-2.23,2,2024-09,0.03,341.44,2024-09,1091.78,4.94,2024-09,69.11,37.94,-4.02,0.48,2,2024-03,0,2.89,5.76,0,102.4,0,43.64,1.27,,"519479,",1,
KG Petrochem Ltd.,KGPETRO,Textile,Textile,164.17,BSE,0,314.45,314.45,0,,,0,1,2024-09,107.21,271.12,2024-09,321.55,5,2024-09,32.83,32.83,-0.91,1.25,1,2024-03,0.93,0.72,4.35,0,0,0,0,0,,"519285,",1,
Triveni Engineering & Industries Ltd.,TRIVENI,Sugar,Sugar,9958.76,NSE,342.2,452,342.2,436619,-0.65,1.71,5.75,2,2024-09,535.79,10307.18,2024-09,6384.12,306.68,2024-09,32.07,14.98,2.5,3.46,2,2024-03,0.49,14.21,14.82,0,468.1,0,313.1,22.83,,"STYRENIX,",1,
Konark Synthetic Ltd.,KONARKSY,Textile,Textile,20.98,BSE,0,36.12,36.12,0,,,0,2,2024-09,30.42,51.4,2024-09,37.61,0.23,2024-09,0,0,0,0.71,2,2024-03,1.05,46.87,5.29,0,0,0,0,0,,"TARC,",1,
Kotia Enterprises Ltd.,KEL,Textile,Textile,20.37,BSE,0,29.01,29.01,450086,,0.76,0.07,1,2024-09,,20.37,2024-09,0.85,-0.05,2024-09,0,29.77,,2.14,1,2024-03,0,-0.15,-0.12,0,0,0,0,0.31,,"TARMAT,",1,
Kush Industries Ltd.,KUSHIND,Textile,Textile,15.39,BSE,0,10.18,10.18,0,0.89,0.89,0,1,2024-09,9.43,24.31,2024-09,0.01,2.24,2024-09,6.88,6.88,0.54,-2.22,1,2024-03,-1.62,0,68.4,0,0,0,0,0,,"TARSONS,",1,
Triveni Turbine Ltd.,TRITURBINE,Engineering - Industrial Equipments,Engineering - Industrial Equipments,24244.47,NSE,470.1,777.5,470.1,124524,1.85,-1.14,-5.4,2,2024-09,,23657.37,2024-09,1854.13,315.52,2024-09,76.94,43.81,3.52,22.24,2,2024-03,0,31.35,42.2,0,675.2,0,447.5,10.73,,"HINDZINC,",1,
Lakshmi Mills Company Ltd.,LAKSHMIMIL,Textile,Textile,497.01,BSE,0,7144.95,7144.95,0,,,0,1,2024-09,137.26,629.4,2024-09,274.57,-4.67,2024-09,0,0,,0.5,1,2024-03,0.16,-1.83,-0.94,0,0,0,0,0,,"540955,",1,
Trom Industries Ltd.,TROM,Engineering - Construction,Engineering - Construction,232.63,NSE,0,248.15,248.15,0,-1.92,-1.92,0,1,2024-09,3.93,236.56,,,,2024-03,40.6,40.6,,5.34,1,2024-03,0.47,77.82,66.36,0,0,0,0,0,,"530457,",1,
TruCap Finance Ltd.,TRU,Finance - Stock Broking,Finance - Stock Broking,193.23,NSE,6.14,16.13,6.14,0,-2,-0.83,-0.61,2,2024-09,10.75,2024-09,17.98,0.46,0.86,2,2024-03,31.54,3.47,5.45,11.58,"TRU,",,,,0,20.84,0,5.85,2.32,,"543787,",1,
Trust Fintech Ltd.,TRUST,IT - Software,IT - Software,388.95,NSE,0,161,161,0,-1.38,-1.38,0,1,2024-09,,388.95,2024-03,35.04,12.5,2024-03,31.11,31.11,,3.87,1,2024-03,0,44.41,59.67,0,0,0,0,0,,"NATCOPHARM,",1,
TTK Healthcare Ltd.,TTKHLTCARE,Pharmaceuticals & Drugs,Pharmaceuticals & Drugs,1998.95,NSE,816.05,1422.95,816.05,1414,0.81,-2.13,-17.8,1,2024-09,30.11,1236.22,2024-09,771.29,79.94,2024-09,25,19.2,1.2,1.93,1,2024-03,0.02,6.46,8.72,0,1398.9,0,799,42.51,,"531952,",1,
TTK Prestige Ltd.,TTKPRESTIG,Consumer Durables - Domestic Appliances,Consumer Durables - Domestic Appliances,11115.54,NSE,486.75,819.55,486.75,729998,0.66,1.89,9.05,2,2024-09,49.81,10522.42,2024-09,2698.95,212.02,2024-09,51.51,80.25,14.72,5.96,2,2024-03,0.02,11.21,15.36,0,771.2,0,450,6.07,,"DLINKINDIA,",1,
LWS Knitwear Ltd.,LWSKNIT,Textile,Textile,40.11,BSE,0,28.7,28.7,0,4.97,4.97,0,1,2024-09,23.14,62.9,2024-09,94.74,1.81,2024-09,22.22,22.22,0.85,1.34,1,2024-03,1.62,12.26,10.8,0,0,0,0,0,,,1,
Mafatlal Industries Ltd.,MAFATIND,Textile,Textile,1389.62,BSE,0,193.6,193.6,0,0.18,0.18,0,2,2024-09,85.96,1350.74,2024-09,2631.82,100.69,2024-09,13.8,13.8,0.56,1.47,2,2024-3,0.1,13.86,11.77,0,0,0,0,0,,"TATAMOTORS,",1,
Tube Investments of India Ltd.,TIINDIA,Cycles,Cycles,71072.7,NSE,2540.9,3656.2,2540.9,168069,-0.44,-0.73,-18.7,2,2024-09,534.77,70071.38,2024-09,18189.52,1157.49,2024-09,61.66,82.25,1.62,13.32,2,2024-03,0.15,26.32,33.69,0,3419.9,0,2164.9,30.89,,"DIXON,",1,
Tunwal E-Motors Ltd.,TUNWAL,Automobile Two & Three Wheelers,Automobile Two & Three Wheelers,276.51,NSE,0,49.45,49.45,0,-1.1,-1.1,0,1,2024-09,37.24,313.75,,,,2024-03,23.41,23.41,,2.05,1,2024-03,1,82.17,52.37,0,0,0,0,0,,"ALPHAGEO,",TRUE,
Meyer Apparel Ltd.,MAL,Textile,Textile,14.01,BSE,0,1.74,1.74,33082,,-0.14,-0.03,1,2024-09,,13.97,2024-09,3.27,-1.3,2024-09,0,28.31,0,-0.43,1,2024-03,0,0,0,0,0,0,0,0.78,,"TATATECH,",1,
Minaxi Textiles Ltd.,MINAXI,Textile,Textile,11.32,BSE,0,2.33,2.33,0,1.75,1.75,0,1,2024-09,16.41,27.72,2024-09,33.15,-4.2,2024-09,0,0,,5.66,1,2024-03,6.04,-71.39,-11.19,0,0,0,0,0,,"TTML,",1,
